;Vviento00;Vviento01;Vviento02;Vviento03;Vviento04;Vviento05;Vviento06;Vviento07;Vviento08;Vviento09;Vviento10;Vviento11;Vviento12;Vviento13;Vviento14;Vviento15;Vviento16;Vviento17;Vviento18;Vviento19;Vviento20;Vviento21;Vviento22;Vviento23;AlturaOlas00;AlturaOlas01;AlturaOlas02;AlturaOlas03;AlturaOlas04;AlturaOlas05;AlturaOlas06;AlturaOlas07;AlturaOlas08;AlturaOlas09;AlturaOlas10;AlturaOlas11;AlturaOlas12;AlturaOlas13;AlturaOlas14;AlturaOlas15;AlturaOlas16;AlturaOlas17;AlturaOlas18;AlturaOlas19;AlturaOlas20;AlturaOlas21;AlturaOlas22;AlturaOlas23;PeriodoOlas00;PeriodoOlas01;PeriodoOlas02;PeriodoOlas03;PeriodoOlas04;PeriodoOlas05;PeriodoOlas06;PeriodoOlas07;PeriodoOlas08;PeriodoOlas09;PeriodoOlas10;PeriodoOlas11;PeriodoOlas12;PeriodoOlas13;PeriodoOlas14;PeriodoOlas15;PeriodoOlas16;PeriodoOlas17;PeriodoOlas18;PeriodoOlas19;PeriodoOlas20;PeriodoOlas21;PeriodoOlas22;PeriodoOlas23;Temperatura00;Temperatura01;Temperatura02;Temperatura03;Temperatura04;Temperatura05;Temperatura06;Temperatura07;Temperatura08;Temperatura09;Temperatura10;Temperatura11;Temperatura12;Temperatura13;Temperatura14;Temperatura15;Temperatura16;Temperatura17;Temperatura18;Temperatura19;Temperatura20;Temperatura21;Temperatura22;Temperatura23;Lluvia00;Lluvia01;Lluvia02;Lluvia03;Lluvia04;Lluvia05;Lluvia06;Lluvia07;Lluvia08;Lluvia09;Lluvia10;Lluvia11;Lluvia12;Lluvia13;Lluvia14;Lluvia15;Lluvia16;Lluvia17;Lluvia18;Lluvia19;Lluvia20;Lluvia21;Lluvia22;Lluvia23;Nubosidad00;Nubosidad01;Nubosidad02;Nubosidad03;Nubosidad04;Nubosidad05;Nubosidad06;Nubosidad07;Nubosidad08;Nubosidad09;Nubosidad10;Nubosidad11;Nubosidad12;Nubosidad13;Nubosidad14;Nubosidad15;Nubosidad16;Nubosidad17;Nubosidad18;Nubosidad19;Nubosidad20;Nubosidad21;Nubosidad22;Nubosidad23
29.06.2022;10;9;9;7;6;4;4;4;4;4;6;7;7;6;5;7;8;8;8;7;7;6;6;7;1.9;1.8;1.8;1.7;1.6;1.6;1.5;1.5;1.4;1.4;1.4;1.3;1.3;1.3;1.2;1.2;1.2;1.1;1.1;1.1;1.1;1;1;1;8;8;8;8;8;8;8;8;8;8;7;7;7;7;7;7;7;7;7;7;7;7;7;7;13;13;13;12;12;12;12;12;13;14;15;15;16;16;16;16;15;15;15;15;14;13;12;11;;;;;0.1;0.1;;;;;;0.1;0.1;0.1;0.5;0.8;0.9;0.6;0.4;0.5;0.4;0.1;;;100;100;100;100;100;100;100;100;100;100;30;100;100;100;100;100;96;98;100;100;100;100;100;100
30.06.2022;7;7;6;6;6;6;6;7;8;8;7;5;5;6;8;9;7;7;8;6;5;6;5;5;0.9;0.9;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.5;0.5;0.5;0.6;0.7;0.8;0.8;0.8;0.8;0.8;0.7;7;7;7;7;7;7;7;6;6;6;6;7;7;6;6;7;7;6;4;4;5;5;5;5;11;11;10;10;10;10;10;10;11;13;14;15;16;16;16;16;16;17;17;15;15;14;12;11;;;;;;;;;;;;0.2;0.2;0.2;0.3;0.5;0.7;0.4;0.3;0.1;0.1;;;;100;100;100;100;100;100;100;90;82;63;65;59;62;81;54;52;79;39;52;100;87;7;6;100
01.07.2022;5;5;5;4;3;3;3;2;4;7;9;12;12;11;14;16;18;18;17;17;17;15;11;5;0.7;0.7;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.7;0.9;1.2;1.6;1.7;1.8;2;1.9;1.8;1.7;1.6;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;6;6;6;7;7;7;7;11;10;10;9;9;9;9;11;12;13;14;15;14;13;13;13;14;14;15;15;15;14;13;12;;;;;;;;;;;;;0.1;0.2;0.8;2.1;0.9;0.1;0.1;0.1;0.3;0.4;0.7;0.2;15;11;16;76;100;99;100;100;96;100;97;100;97;100;100;100;100;100;100;99;22;8;10;7
02.07.2022;5;8;8;9;9;8;8;7;7;8;8;9;10;11;10;10;8;7;8;6;7;9;9;8;1.5;1.4;1.4;1.4;1.3;1.3;1.2;1.2;1.2;1.1;1.1;1.1;1;1;1.1;1.2;1.2;1.2;1.2;1.2;1.1;1;1;0.9;7;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;12;12;11;12;12;12;12;12;13;14;14;15;15;15;15;16;17;17;16;15;16;14;13;12;;0.1;0.1;;;;;;;;;;0.3;0.1;0.2;0.3;0.3;0.2;0.1;0.1;;;;;57;100;;100;100;100;100;100;100;33;9;9;64;83;100;88;40;40;100;100;24;11;100;100
03.07.2022;8;8;8;7;7;6;7;7;8;10;10;9;10;9;8;8;10;9;10;8;6;7;6;5;0.9;0.8;0.8;0.8;0.8;0.7;0.7;0.6;0.6;0.6;0.6;0.5;0.5;0.5;0.5;0.4;0.4;0.4;0.4;0.4;0.5;0.5;0.5;0.5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;4;4;11;11;10;11;10;10;10;11;13;14;15;16;17;16;16;17;17;17;17;16;15;15;12;11;;;;;;;;;;;;0.1;;0.1;;;;;0.1;;;;;;100;100;100;100;100;100;69;26;;;35;64;74;100;100;100;89;100;11;100;100;100;100;17
04.07.2022;5;4;4;5;6;6;6;6;7;8;9;9;10;11;11;10;10;10;11;11;10;9;8;6;0.5;0.5;0.5;0.6;0.6;0.6;0.6;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.4;0.3;0.3;0.4;0.4;0.4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;15;15;11;10;10;10;11;12;12;13;13;14;15;16;16;16;17;17;18;18;18;17;16;15;13;12;;;;;;;;;;;;;;;;;;;;;;;;;7;16;79;100;98;100;100;100;100;100;100;100;100;100;73;66;100;84;11;24;7;7;12;8
05.07.2022;6;5;4;5;5;5;4;5;6;7;9;8;8;9;9;9;9;9;8;10;9;9;8;7;0.4;0.4;0.4;0.4;0.4;0.5;0.5;0.5;0.4;0.4;0.4;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;5;5;5;5;5;3;3;3;3;4;14;14;14;14;14;14;14;14;14;14;14;14;14;14;11;10;11;12;13;13;13;13;14;15;16;17;17;18;18;18;19;20;20;19;19;17;15;14;;;;;;;;;;;0.1;;;0.1;;;;0.1;0.1;0.1;;;;;;;45;100;100;100;100;100;100;100;94;100;100;100;100;100;100;87;100;90;35;73;50;86
06.07.2022;7;7;7;7;7;8;6;5;7;9;9;10;10;10;11;14;15;14;13;11;10;9;8;8;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.4;0.4;0.5;0.4;0.4;0.4;0.5;0.5;14;14;14;14;14;14;14;14;14;14;14;14;13;13;13;13;13;3;3;3;4;4;4;5;14;13;13;12;13;13;14;14;15;16;17;18;19;20;21;22;21;20;20;19;18;17;16;15;;;;;;;;;;;;;;;;;;;;;;;;;18;92;100;49;100;100;100;100;100;92;100;100;100;87;89;100;100;100;100;57;42;43;67;80
07.07.2022;8;8;9;10;9;11;11;13;12;12;12;12;11;10;10;10;9;8;7;5;5;4;4;5;0.6;0.6;0.6;0.5;0.5;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.3;0.3;0.3;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;5;5;5;5;5;5;5;5;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;15;15;16;16;16;16;16;16;16;17;17;18;19;20;21;21;20;20;20;20;20;19;17;16;;;;;;;;;;;;;;;;;;;;;;;;;100;79;100;100;100;100;100;100;100;100;100;100;100;71;36;54;100;100;100;100;100;10;5;6
08.07.2022;6;7;7;7;7;7;7;8;8;9;8;7;6;6;5;5;5;4;5;5;6;7;8;7;0.2;0.2;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.2;0.2;0.3;0.2;0.2;0.3;13;13;13;13;13;13;13;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;15;14;13;13;13;12;12;13;14;16;17;18;19;20;20;21;21;22;22;22;21;19;17;15;;;;;;;;;;;;;;;;;;;;;;;;;11;11;25;10;40;92;83;55;100;100;100;100;100;100;100;100;100;92;71;5;10;;;
09.07.2022;7;7;7;7;7;7;7;6;8;8;8;8;7;5;4;3;6;5;4;4;4;3;3;2;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;12;12;12;12;12;2;2;15;15;15;15;15;15;15;15;15;15;15;15;11;11;11;15;15;15;14;13;13;13;12;12;13;15;17;18;19;19;19;20;20;19;18;18;18;18;17;17;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;10;14;15;25;5;5;22;85;100;100;100;100;100;100;99;100;100;100;100;100
10.07.2022;2;3;3;3;3;3;4;4;5;6;6;7;8;8;7;7;7;6;5;5;4;3;1;1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.4;0.4;0.4;0.3;0.3;0.3;0.3;0.2;0.2;0.2;0.2;0.2;15;14;14;14;14;14;14;14;14;14;14;14;3;3;3;3;3;4;18;17;17;17;17;17;17;15;14;14;14;13;13;15;16;18;19;19;20;20;20;20;20;19;19;18;17;15;14;13;;;;;;;;;;;;;;;;;;;;;;;;;100;5;5;;;;;;;;6;7;6;5;5;7;7;7;50;;;;;
11.07.2022;2;1;2;1;1;1;1;2;2;5;4;4;6;5;7;7;8;7;7;7;6;6;6;7;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.3;0.4;17;17;17;17;17;17;17;17;17;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;13;13;13;13;13;13;13;15;16;18;18;19;20;19;20;20;20;20;20;19;18;17;16;17;;;;;;;;;;;;;;;;;;;;;;;;;5;;;5;7;9;100;100;49;40;100;100;100;100;100;85;100;100;100;100;100;100;100;100
12.07.2022;7;7;8;6;6;6;7;6;5;5;5;4;4;5;4;3;8;8;8;9;6;7;10;11;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.3;0.3;0.3;0.3;0.3;0.4;0.4;0.4;0.4;0.4;15;3;3;3;3;3;3;4;4;4;4;4;4;4;15;15;15;14;14;14;3;4;14;14;17;17;17;17;17;17;17;17;17;18;17;18;18;17;16;18;20;20;20;20;19;18;16;14;;;;;;;;;;;0.1;;;;0.3;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;82;18;17;99;100;58;98
13.07.2022;11;10;12;9;9;8;7;6;7;8;7;7;6;6;6;5;6;8;8;7;7;7;7;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.3;0.3;0.3;0.3;0.3;0.2;0.3;0.3;0.3;0.4;0.5;0.6;0.5;0.5;0.4;14;14;13;3;3;3;14;14;13;13;13;13;11;11;11;11;11;11;11;3;3;3;3;4;13;12;12;11;11;10;10;11;13;15;16;17;18;19;20;20;20;20;19;19;18;16;14;13;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;100;100;56;16;6;6;83;8;6;100;100;100;100;100;100;100;6;22;6;6
14.07.2022;8;7;7;6;6;6;5;6;6;9;9;9;8;6;5;5;5;6;7;8;6;4;4;4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.3;0.3;0.3;0.3;0.3;0.2;0.2;0.2;0.2;0.3;0.4;0.5;0.5;0.4;0.4;0.4;12;13;13;13;13;13;12;11;11;11;11;11;15;15;16;16;16;16;3;3;3;3;3;3;12;11;11;10;10;9;10;11;12;14;16;17;18;19;19;20;20;20;20;19;18;16;15;14;;;;;;;;;;;;;;;;;;;;;;;;;;7;5;21;6;;84;100;99;14;12;10;99;100;100;100;59;96;100;64;84;24;23;43
15.07.2022;4;5;5;5;4;4;3;3;4;4;5;6;6;5;4;6;7;10;9;7;7;7;7;4;0.4;0.4;0.4;0.3;0.3;0.3;0.3;0.3;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.3;0.3;0.3;3;4;4;4;4;4;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;14;3;3;13;13;12;12;12;12;12;14;15;16;18;18;19;20;20;20;21;20;19;18;17;16;15;15;;;;;;;;;;;;;;;;;;;;;;;;;99;100;97;100;100;100;100;100;100;100;32;70;68;69;99;100;97;99;77;100;100;100;100;98
16.07.2022;3;4;4;4;3;3;4;3;3;4;4;6;6;7;7;6;6;5;4;3;3;4;4;5;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.3;0.3;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;14;14;14;13;13;13;15;16;17;18;19;19;19;19;19;19;19;19;18;18;16;16;15;;;;;;;;;;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
17.07.2022;5;4;2;3;0;3;5;4;4;7;8;9;9;9;9;9;9;8;8;8;6;6;6;5;0.3;0.4;0.4;0.3;0.3;0.3;0.4;0.4;0.4;0.5;0.5;0.5;0.6;0.6;0.6;0.7;0.7;0.8;0.8;0.8;0.8;0.8;0.8;0.7;14;4;4;4;4;14;14;19;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;15;15;15;15;15;14;15;16;17;18;19;20;20;20;20;21;21;21;20;20;19;18;17;17;;;;;;;;;;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;99;99;100;100;60;77;95;100;100;88;100
18.07.2022;5;5;5;4;3;3;2;3;4;5;6;7;7;7;7;7;6;6;5;4;3;3;3;3;0.7;0.7;0.6;0.6;0.6;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.5;0.5;0.5;5;5;5;5;5;4;4;4;4;4;5;17;17;17;17;17;17;17;17;4;5;5;5;5;17;16;16;16;16;16;16;18;19;20;21;21;21;22;23;23;22;22;22;22;21;19;18;19;;;;;;;;;;;;;;;;;;;;;;;;;100;78;45;15;21;19;21;83;86;85;72;100;90;100;96;98;93;79;79;99;100;100;100;100
19.07.2022;4;4;5;5;3;3;4;5;5;6;4;12;12;9;9;3;9;10;4;4;11;16;18;17;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.4;0.4;0.5;0.5;0.5;0.6;0.6;0.6;0.6;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.7;5;5;5;16;16;16;16;16;16;16;16;5;5;4;4;4;4;4;4;15;15;15;3;3;19;18;17;17;17;17;17;18;20;21;22;23;23;21;23;26;24;21;21;21;22;20;18;17;;;;;;;;;;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;44;52;100;100;6;33;;7
20.07.2022;18;17;17;15;16;15;14;13;14;15;14;13;11;10;11;13;14;13;10;8;8;7;7;7;0.7;0.7;0.8;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.5;0.4;0.4;0.4;0.5;0.5;0.5;0.4;0.4;0.4;0.4;0.4;3;4;4;3;3;3;3;3;3;3;3;3;14;14;14;14;3;3;3;14;14;8;7;7;16;15;15;14;13;13;12;13;14;15;17;19;20;21;21;21;21;20;19;18;18;17;17;17;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;9;100;100;100;100;57;19;;6;13;15;31;36;76;91;100;100;100;100;100
21.07.2022;6;6;8;8;8;7;7;7;8;8;7;4;2;4;8;10;9;6;6;6;5;4;2;3;0.4;0.4;0.4;0.4;0.5;0.5;0.5;0.5;0.4;0.4;0.4;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.2;0.2;7;7;7;7;7;7;7;7;7;7;7;7;7;6;6;6;7;13;13;13;6;6;13;13;16;15;13;11;11;10;10;11;13;15;16;17;18;19;18;17;16;16;17;16;15;14;14;14;;;;;;;;;;;;;;;;;;;;;;;;;100;86;53;20;11;11;16;20;59;14;20;18;17;67;42;100;100;100;100;100;100;100;100;100
22.07.2022;2;3;3;3;4;4;4;3;3;3;1;5;7;7;9;11;11;11;12;12;11;11;9;9;0.2;0.2;0.3;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.4;0.5;0.6;0.6;0.6;0.6;0.6;0.6;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;3;3;3;3;3;4;3;3;13;13;13;13;13;13;12;13;14;15;17;17;17;18;18;18;18;17;17;17;16;15;15;16;;;;;;;;;;;;;0.1;0.1;;;;;;;;;;;91;100;100;100;100;100;100;85;73;74;100;10;75;99;13;69;100;100;86;48;100;100;100;100
23.07.2022;9;11;10;10;11;12;13;14;14;14;14;14;14;14;14;15;14;14;17;20;19;18;17;17;0.6;0.7;0.7;0.7;0.8;0.9;0.9;1.1;1.1;1.2;1.2;1.3;1.4;1.4;1.4;1.4;1.4;1.5;1.7;2.1;2.2;2.3;2.2;2.1;3;4;4;4;4;4;4;5;5;5;5;5;6;6;6;6;6;6;6;7;7;7;7;7;16;17;17;17;17;17;17;17;17;17;17;17;17;18;18;18;18;18;18;18;18;17;17;17;;0.1;0.2;;;0.1;0.1;0.1;0.2;0.1;0.1;0.1;0.1;0.1;;;0.1;0.1;1.3;0.2;0.1;;0.1;0.1;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
24.07.2022;17;15;15;16;15;13;13;16;16;17;17;17;18;20;21;21;21;21;20;20;18;15;15;14;2.1;2.1;2.1;2;1.9;1.9;1.8;1.9;1.8;1.8;1.8;1.8;1.8;2;2.1;2.3;2.4;2.4;2.5;2.4;2.4;2.3;2.3;2.2;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;17;17;17;17;17;17;17;17;18;18;19;19;19;19;19;18;18;18;18;17;17;16;16;15;0.1;;0.1;0.1;;;0.1;0.1;;;;0.1;0.1;0.1;0.3;0.3;0.4;0.3;0.1;0.1;;;;;100;100;100;100;85;100;100;100;100;100;100;100;100;27;37;57;67;57;62;36;44;49;;
25.07.2022;13;9;9;8;9;9;10;10;11;14;13;15;16;16;15;14;13;13;14;13;12;11;9;8;2.1;2;1.9;1.8;1.8;1.7;1.6;1.5;1.4;1.4;1.3;1.3;1.2;1.1;1.1;1;0.9;0.9;0.9;0.9;0.8;0.7;0.7;0.7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;7;7;7;7;7;7;7;7;7;7;15;15;15;15;15;16;16;16;16;16;16;16;18;19;19;19;19;19;19;17;16;15;14;12;0.1;;;;;0.1;;;;;;;;0.1;;;;;;;;;;;100;100;100;100;100;100;100;78;53;8;100;100;100;82;93;100;100;100;32;61;44;91;37;17
26.07.2022;8;8;8;8;8;7;6;6;8;9;8;7;6;5;3;1;4;7;6;5;5;6;7;5;0.7;0.6;0.6;0.6;0.6;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.4;0.3;0.3;0.3;0.3;0.4;0.4;0.4;0.3;0.3;0.3;0.3;7;6;6;6;6;6;6;6;6;6;6;6;13;14;14;14;14;14;14;14;14;14;14;14;11;11;11;10;10;10;9;10;12;14;15;16;17;18;19;19;18;17;16;17;16;14;13;12;;;;;;;;;;;;;;0.1;;;;;;;;;0.1;;81;87;100;88;100;100;100;71;5;;;;16;46;58;97;100;100;100;100;44;70;24;31
27.07.2022;4;4;2;2;4;4;4;4;3;3;4;5;6;5;5;6;7;7;5;4;2;3;2;1;0.3;0.3;0.4;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;12;12;12;11;11;10;10;11;12;13;15;15;15;16;16;16;16;15;14;15;15;13;12;12;;;;;;;;;;;;;;;;;;;;;;;;;99;99;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;61;16;16
28.07.2022;3;4;4;4;4;4;4;5;4;3;2;4;6;8;7;7;7;7;6;3;2;1;1;1;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.4;0.4;0.5;0.5;0.5;0.5;13;13;13;12;12;12;12;12;12;12;12;12;12;12;12;12;8;8;8;7;7;7;7;7;11;10;10;9;9;9;9;10;12;14;16;17;17;17;17;17;17;17;17;15;15;15;15;14;;;;;;;;;;;;;;;;;;;;;;;;;13;17;12;82;20;11;19;32;42;79;20;24;17;18;18;90;88;22;25;100;100;100;100;77
29.07.2022;1;3;3;3;2;2;2;3;4;6;7;7;9;9;9;10;10;11;12;12;11;12;12;11;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.6;0.6;0.7;0.7;0.8;0.9;7;7;7;7;7;7;7;7;6;6;6;6;6;6;6;6;6;6;6;6;4;4;4;4;14;14;14;14;14;14;14;15;16;17;18;18;19;19;19;19;19;19;18;18;17;17;17;16;;;;;;;;;;;;;;;;;;;;;;;;;58;100;73;100;100;100;100;46;65;92;100;100;49;24;74;100;100;100;100;100;100;100;100;100
30.07.2022;9;8;6;7;6;6;7;8;10;10;11;12;15;14;13;13;14;14;13;13;13;13;13;12;0.9;0.9;0.8;0.8;0.8;0.8;0.8;0.8;0.9;0.9;0.9;1;1.1;1.2;1.3;1.3;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;16;16;16;16;16;16;16;17;17;18;19;19;19;21;21;20;20;20;18;18;17;17;17;17;;;;;;;;;;;;0.1;0.1;;;;0.1;0.3;1;0.2;0.4;0.1;0.3;0.3;100;100;100;100;100;100;100;100;100;98;86;100;100;100;91;100;100;89;100;100;100;100;99;100
31.07.2022;11;11;9;8;7;6;5;5;8;10;11;11;9;6;7;6;4;3;3;7;3;4;4;2;1.3;1.4;1.4;1.3;1.3;1.2;1.2;1.1;1.1;1;1;0.9;0.9;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;17;17;17;17;17;17;17;17;17;17;17;18;19;20;19;19;20;20;20;16;16;17;16;16;;;;;;0.1;0.2;0.1;0.1;;;;;0.1;0.1;;;;;0.1;;0.1;0.1;0.1;100;100;100;100;100;100;100;100;100;100;100;79;57;57;69;100;100;99;70;100;100;100;100;100
01.08.2022;3;4;6;5;5;4;3;2;3;5;9;11;13;10;12;14;15;15;16;16;17;17;15;14;0.6;0.6;0.6;0.6;0.6;0.6;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.7;0.9;1.1;1.2;1.3;1.2;1.4;1.5;1.6;1.6;5;5;5;5;5;5;5;5;5;5;5;5;5;3;4;4;5;5;5;5;5;6;6;6;15;14;13;12;12;13;12;14;15;15;17;18;18;17;17;17;17;18;18;17;18;17;18;18;;;;;;;;;;;;;;0.1;0.6;0.6;0.3;0.2;0.3;0.2;0.1;0.1;0.1;0.1;100;100;100;100;98;100;99;99;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
02.08.2022;15;16;16;16;16;16;17;16;16;15;15;16;16;16;16;16;17;18;19;17;16;16;15;14;1.7;1.7;1.8;1.8;1.9;1.8;1.8;1.9;2;1.9;1.9;1.9;1.8;1.8;1.7;1.7;1.7;1.8;1.8;1.7;1.7;1.7;1.7;1.7;6;6;6;6;6;6;6;6;7;7;7;7;7;6;6;6;6;6;6;6;6;6;6;6;17;17;17;17;18;17;17;17;18;18;18;18;18;18;18;19;19;19;18;17;17;17;17;16;;;;0.1;0.2;;0.1;;0.3;;;;;;;;;;0.1;0.1;;;0.1;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
03.08.2022;13;12;13;13;12;10;10;10;11;12;11;11;12;12;11;9;8;7;8;8;9;8;7;8;1.6;1.5;1.5;1.5;1.4;1.4;1.3;1.3;1.3;1.3;1.3;1.2;1.2;1.2;1.3;1.3;1.3;1.3;1.3;1.4;1.3;1.2;1.1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;16;15;15;15;15;14;14;15;16;17;18;18;19;19;19;19;20;20;19;17;16;15;14;13;;;;;;;;;;;;;;;;;0.1;;0.1;0.4;0.2;;;;100;;;;;;;;;;8;48;65;100;100;100;69;100;100;100;93;68;80;65
04.08.2022;8;10;8;7;7;7;8;7;9;13;12;12;10;9;8;10;10;10;12;12;10;12;11;10;0.9;0.9;0.9;0.8;0.8;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;0.5;0.5;0.4;0.4;0.4;0.4;0.5;0.6;0.6;0.7;0.6;6;6;6;6;6;6;6;6;6;6;6;6;9;9;8;8;8;8;8;8;3;3;3;3;12;13;12;11;10;10;9;10;11;13;15;16;17;18;19;19;19;19;18;17;15;14;13;12;;;;;;;;;;;;;;;;;;;;;;;;;99;100;100;22;;;;5;;;;;5;48;26;38;70;100;100;100;100;100;100;100
05.08.2022;8;7;7;6;6;6;5;5;5;7;8;9;9;8;5;3;3;6;8;8;6;5;5;6;0.6;0.5;0.5;0.5;0.4;0.4;0.4;0.3;0.4;0.4;0.4;0.4;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;3;3;8;8;8;8;8;8;8;8;8;8;8;8;8;8;18;18;18;18;18;18;18;18;10;9;9;9;8;8;8;10;12;14;15;17;17;17;17;18;18;18;17;17;16;14;13;13;;;;;;;;;;;;0.1;0.1;;;;;;;;;;;;8;;7;;;;;;;;;40;67;100;100;100;100;100;100;100;100;100;100;100
06.08.2022;7;7;7;7;6;6;6;5;5;4;3;3;6;8;9;9;10;9;8;7;7;6;5;3;0.3;0.4;0.4;0.4;0.4;0.4;0.3;0.3;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.3;0.3;0.3;18;18;18;18;18;18;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;12;11;10;9;9;9;9;10;12;14;16;17;17;18;18;18;18;17;17;17;16;14;14;14;;;;;;;;;;;;;;;;;;;;;;;;;100;100;19;16;13;82;13;17;100;16;81;67;100;54;100;100;100;100;100;100;100;24;28;20
